1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,registered_program,target_dept
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ECE-1,ECO-2,,5,4.5,ban,Jessore,Jessore,EEE,ElectricalandElectronicEngr
APE-1,PHY-2,MAT-3,5,4.5,eng,,,APE,MNS
BBA-1,LLB-2,,5,5,eng-ver,Dhaka,Dhaka,BBA,Brac_Business_School
ENG-1,CS-2,EEE-3,3.2,,eng,,,BIO,MNS
BIO-1,ECE-2,CSE-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
LLB-1,BBA-2,ECO-3,4.81,4.9,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
LLB-1,BBA-2,,5,4.8,ban,Chittagong,Chittagong,LLB,School_of_Law
PHR-1,CSE-2,ENG-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
ECE-1,CS-2,,5,,eng,,,CS,ComputerSciandEngr
ARC-1,CSE-2,,,,ban,Comilla,Dhaka,ARC,Architecture
BBA-1,ENG-2,ECO-3,4.8,4.3,eng,,,ENG,ENH
ECO-1,ARC-2,LLB-3,,,ban,,,ECO,ESS
CSE-1,CS-2,,4.25,3.6,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
LLB-1,BBA-2,,4.31,4.1,ban,Dinajpur,Dinajpur,LLB,School_of_Law
CSE-1,EEE-2,,5,4.7,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,LLB-2,ECO-3,4.81,5,ban,Dhaka,Dhaka,LLB,School_of_Law
EEE-1,CSE-2,APE-3,5,5,ban,Comilla,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,CS-3,5,5,ban,Rajshahi,Rajshahi,CS,ComputerSciandEngr
BIO-1,MIC-2,LLB-3,5,4.5,eng,Dhaka,,BIO,MNS
BBA-1,ECO-2,LLB-3,,,ban,,,LLB,School_of_Law
ARC-1,MIC-2,EEE-3,5,3.5,eng,,,MIC,MNS
LLB-1,ENG-2,ANT-3,5,4.6,ban,Dhaka,Dhaka,LLB,School_of_Law
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ARC-1,,,5,,ban,,,ARC,Architecture
ENG-1,LLB-2,,4.75,4.5,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,MIC-2,,4.88,5,ban,Comilla,Dhaka,PHR,Pharmacy
EEE-1,ECE-2,,5,4.7,eng,,,EEE,ElectricalandElectronicEngr
ECO-1,LLB-2,,5,4.6,eng,,,ECO,ESS
BBA-1,LLB-2,,5,5,ban,Rajshahi,Rajshahi,BBA,Brac_Business_School
CSE-1,ENG-2,CS-3,4.94,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ENG-2,LLB-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,ENG-2,CSE-3,5,4.6,ban,Dhaka,Dhaka,ENG,ENH
ARC-1,,,4.8,2.5,eng,,,ARC,Architecture
MIC-1,BIO-2,PHR-3,4.94,4.3,ban,Dhaka,Dhaka,MIC,MNS
PHR-1,ECE-2,CSE-3,5,5,ban,Comilla,Dhaka,PHR,Pharmacy
LLB-1,ENG-2,,4.06,4.1,ban,Dhaka,Dhaka,LLB,School_of_Law
ENG-1,,,4.63,4.1,ban,Dhaka,Dhaka,ENG,ENH
ENG-1,LLB-2,ECO-3,4.88,5,eng-ver,Dhaka,Dhaka,ENG,ENH
PHR-1,CSE-2,,5,5,ban,Dhaka,Dhaka,BIO,MNS
LLB-1,BBA-2,ENG-3,4.44,4.5,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,ECE-2,,5,4.1,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
MAT-1,CS-2,,5,4.5,eng,,,MAT,MNS
CSE-1,EEE-2,,5,4.3,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
EEE-1,BBA-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,PHR-2,BBA-3,5,4.6,ban,Dhaka,Dhaka,MIC,MNS
ENG-1,ANT-2,,5,4.5,eng,,,ANT,ESS
PHR-1,BIO-2,MIC-3,5,4.8,ban,Comilla,Comilla,PHR,Pharmacy
ENG-1,LLB-2,,5,4.5,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,ECE-2,,5,4.7,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
MIC-1,BIO-2,BBA-3,5,5,ban,,,MIC,MNS
EEE-1,BIO-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BIO-1,MIC-2,ANT-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,MAT-2,,4.75,4.1,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Chittagong,Dhaka,ECE,ElectricalandElectronicEngr
ECE-1,LLB-2,BBA-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Rajshahi,Dhaka,ECE,ElectricalandElectronicEngr
MIC-1,CSE-2,BIO-3,5,4.75,ban,Dhaka,Dhaka,MIC,MNS
CS-1,CSE-2,ARC-3,5,4,eng,,,CS,ComputerSciandEngr
CSE-1,BIO-2,LLB-3,5,5,ban,Rajshahi,Rajshahi,BIO,MNS
EEE-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,ECO-2,,4.75,3.9,ban,Dhaka,Dhaka,BBA,Brac_Business_School
CSE-1,ENG-2,,4.19,4.09,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ENG-2,LLB-3,,,ban,,,ENG,ENH
EEE-1,CSE-2,,5,5,eng,,,CSE,ComputerSciandEngr
LLB-1,BBA-2,ENG-3,5,4,ban,Dinajpur,Dinajpur,LLB,School_of_Law
ECO-1,ANT-2,PHY-3,,,ban,,,ECO,ESS
ARC-1,BIO-2,,5,4.5,ban,Dhaka,Dhaka,BIO,MNS
ARC-1,CSE-2,ECO-3,5,4.7,ban,Rajshahi,Dhaka,ARC,Architecture
LLB-1,ECO-2,,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
